driver_name,trip_id,pickup_zone,amount
Ivan,T03137,Staten Island,43.56
Ivan,T03138,Manhattan,39.01
Alice,T03139,Brooklyn,47.65
Fatima,T03140,Bronx,43.97
Bob,T03141,Staten Island,13.49
Bob,T03142,Manhattan,52.41
Bob,T03143,Queens,73.87
Hana,T03144,Queens,25.43
Ivan,T03145,Queens,36.91
Fatima,T03146,Brooklyn,39.09
Julia,T03147,Staten Island,33.15
George,T03148,Queens,44.61
George,T03149,Queens,62.97
George,T03150,Bronx,70.03
Fatima,T03151,Brooklyn,19.39
George,T03152,Brooklyn,24.85
Fatima,T03153,Brooklyn,44.31
Alice,T03154,Queens,37.74
Carlos,T03155,Manhattan,27.11
Hana,T03156,Bronx,32.12
George,T03157,Queens,11.76
Diana,T03158,Staten Island,13.02
Bob,T03159,Bronx,27.0
Carlos,T03160,Bronx,61.1
George,T03161,Brooklyn,14.14
Ethan,T03162,Queens,63.35
Ethan,T03163,Bronx,72.1
Alice,T03164,Manhattan,14.7
Carlos,T03165,Brooklyn,41.07
Ivan,T03166,Brooklyn,37.57
Carlos,T03167,Bronx,66.06
Julia,T03168,Bronx,35.74
Hana,T03169,Manhattan,12.5
Alice,T03170,Manhattan,47.04
Ivan,T03171,Brooklyn,15.61
Fatima,T03172,Bronx,74.66
Ethan,T03173,Queens,24.87
Bob,T03174,Staten Island,57.63
Ethan,T03175,Queens,20.89
Ivan,T03176,Manhattan,36.14
Carlos,T03177,Staten Island,48.62
Carlos,T03178,Staten Island,40.91
Ethan,T03179,Queens,46.52
Ivan,T03180,Manhattan,28.4
Ethan,T03181,Manhattan,9.93
George,T03182,Staten Island,46.19
Ethan,T03183,Staten Island,16.95
Ivan,T03184,Staten Island,74.05
Hana,T03185,Manhattan,42.08
Diana,T03186,Bronx,29.99
Bob,T03187,Staten Island,34.92
George,T03188,Brooklyn,46.1
Alice,T03189,Brooklyn,56.11
Hana,T03190,Queens,39.26
Ethan,T03191,Brooklyn,45.47
Julia,T03192,Queens,45.06
Ethan,T03193,Manhattan,50.25
Bob,T03194,Manhattan,10.38
Fatima,T03195,Bronx,36.93
Ivan,T03196,Staten Island,9.86
Carlos,T03197,Bronx,70.75
George,T03198,Manhattan,10.55
Fatima,T03199,Staten Island,10.77
George,T03200,Bronx,58.59
Julia,T03201,Brooklyn,59.23
Ethan,T03202,Manhattan,18.93
Fatima,T03203,Queens,32.04
Julia,T03204,Manhattan,48.87
Julia,T03205,Manhattan,64.12
Bob,T03206,Brooklyn,42.75
Ethan,T03207,Bronx,11.32
George,T03208,Bronx,32.74
Fatima,T03209,Manhattan,26.14
Carlos,T03210,Staten Island,22.24
Carlos,T03211,Queens,21.26
Bob,T03212,Staten Island,60.94
Diana,T03213,Manhattan,61.64
Carlos,T03214,Manhattan,45.16
Ivan,T03215,Staten Island,35.84
Fatima,T03216,Bronx,25.15
Carlos,T03217,Manhattan,12.55
Carlos,T03218,Brooklyn,60.15
Fatima,T03219,Manhattan,34.05
Alice,T03220,Manhattan,23.04
Hana,T03221,Queens,36.21
George,T03222,Manhattan,37.7
George,T03223,Staten Island,15.72
Julia,T03224,Bronx,26.21
Fatima,T03225,Manhattan,57.33
Julia,T03226,Queens,73.87
Bob,T03227,Brooklyn,28.14
Julia,T03228,Bronx,26.96
Diana,T03229,Bronx,61.99
George,T03230,Bronx,48.4
Bob,T03231,Manhattan,59.19
Ivan,T03232,Manhattan,60.32
Diana,T03233,Staten Island,8.72
Julia,T03234,Bronx,13.45
Alice,T03235,Manhattan,13.16
Ivan,T03236,Bronx,20.17
Alice,T03237,Queens,69.01
Julia,T03238,Queens,47.74
Diana,T03239,Manhattan,45.15
Hana,T03240,Queens,68.92
Fatima,T03241,Brooklyn,50.18
Ethan,T03242,Queens,33.29
George,T03243,Manhattan,38.15
Carlos,T03244,Queens,43.99
Ivan,T03245,Manhattan,54.8
Carlos,T03246,Brooklyn,52.95
Ivan,T03247,Bronx,17.72
Julia,T03248,Queens,22.04
Diana,T03249,Manhattan,72.51
George,T03250,Queens,67.45
Julia,T03251,Manhattan,69.14
Bob,T03252,Staten Island,16.36
Hana,T03253,Staten Island,16.86
Diana,T03254,Queens,69.11
Diana,T03255,Queens,16.07
Alice,T03256,Brooklyn,44.28
Carlos,T03257,Queens,51.46
Bob,T03258,Bronx,44.7
Ivan,T03259,Brooklyn,13.82
Alice,T03260,Queens,30.12
Ivan,T03261,Bronx,26.41
Bob,T03262,Brooklyn,54.66
Ethan,T03263,Bronx,39.77
Carlos,T03264,Bronx,14.29
Fatima,T03265,Brooklyn,17.44
Ethan,T03266,Manhattan,26.4
Ivan,T03267,Bronx,66.25
Fatima,T03268,Bronx,37.43
Ethan,T03269,Manhattan,29.02
Ivan,T03270,Queens,35.9
Ethan,T03271,Queens,54.34
Ivan,T03272,Brooklyn,60.67
Ivan,T03273,Queens,29.98
Bob,T03274,Bronx,67.99
Julia,T03275,Bronx,71.54
Carlos,T03276,Bronx,35.21
Alice,T03277,Brooklyn,55.94
Alice,T03278,Staten Island,49.38
Ethan,T03279,Queens,15.06
Julia,T03280,Queens,72.21
Ivan,T03281,Manhattan,25.14
George,T03282,Queens,36.08
Ivan,T03283,Staten Island,48.54
Hana,T03284,Staten Island,21.95
Carlos,T03285,Staten Island,59.01
George,T03286,Staten Island,29.84
Julia,T03287,Bronx,20.35
Ivan,T03288,Brooklyn,60.12
Hana,T03289,Brooklyn,9.37
Carlos,T03290,Brooklyn,73.73
Ethan,T03291,Staten Island,54.83
Diana,T03292,Queens,61.67
Ivan,T03293,Staten Island,22.57
Bob,T03294,Staten Island,44.27
George,T03295,Bronx,69.65
Ivan,T03296,Staten Island,73.7
Bob,T03297,Brooklyn,31.53
Diana,T03298,Bronx,17.17
Diana,T03299,Staten Island,23.55
Carlos,T03300,Staten Island,60.6
Hana,T03301,Manhattan,46.81
Carlos,T03302,Bronx,31.59
Carlos,T03303,Staten Island,23.86
Alice,T03304,Queens,22.24
George,T03305,Brooklyn,12.41
Diana,T03306,Staten Island,21.83
Diana,T03307,Queens,20.87
Ivan,T03308,Brooklyn,70.03
Bob,T03309,Manhattan,44.08
Ivan,T03310,Staten Island,31.93
Bob,T03311,Brooklyn,24.17
Julia,T03312,Staten Island,48.59
Carlos,T03313,Staten Island,36.06
Carlos,T03314,Queens,34.93
Julia,T03315,Manhattan,11.8
Julia,T03316,Queens,14.48
Diana,T03317,Bronx,49.45
Bob,T03318,Bronx,20.11
Ivan,T03319,Brooklyn,44.53
Ivan,T03320,Queens,34.41
Ethan,T03321,Manhattan,35.13
George,T03322,Brooklyn,67.61
Bob,T03323,Bronx,73.38
Fatima,T03324,Brooklyn,15.98
Fatima,T03325,Bronx,19.93
Diana,T03326,Queens,9.09
Fatima,T03327,Staten Island,50.95
Fatima,T03328,Queens,59.66
Hana,T03329,Staten Island,37.03
George,T03330,Manhattan,66.7
Ethan,T03331,Brooklyn,11.47
Ethan,T03332,Brooklyn,67.06
Diana,T03333,Staten Island,41.46
Bob,T03334,Bronx,67.69
Alice,T03335,Manhattan,9.29
Alice,T03336,Staten Island,36.84
Hana,T03337,Staten Island,32.91
Alice,T03338,Brooklyn,49.65
Diana,T03339,Staten Island,51.63
Fatima,T03340,Queens,31.89
Carlos,T03341,Brooklyn,36.32
Hana,T03342,Staten Island,63.52
Bob,T03343,Bronx,30.76
Carlos,T03344,Manhattan,73.32
Julia,T03345,Brooklyn,53.35
George,T03346,Staten Island,25.95
George,T03347,Brooklyn,60.49
Diana,T03348,Staten Island,15.19
George,T03349,Queens,52.78
Alice,T03350,Staten Island,74.25
Julia,T03351,Staten Island,44.14
Ivan,T03352,Brooklyn,8.66
Bob,T03353,Queens,23.87
Fatima,T03354,Manhattan,40.82
Julia,T03355,Brooklyn,23.86
George,T03356,Manhattan,24.88
Carlos,T03357,Bronx,71.83
Carlos,T03358,Manhattan,10.28
Hana,T03359,Manhattan,59.95
Ivan,T03360,Bronx,58.63
Fatima,T03361,Brooklyn,47.31
Bob,T03362,Manhattan,45.84
George,T03363,Queens,24.82
Julia,T03364,Bronx,19.59
Fatima,T03365,Queens,44.64
Alice,T03366,Bronx,33.64
Diana,T03367,Brooklyn,51.17
Ethan,T03368,Staten Island,30.2
Fatima,T03369,Queens,73.88
Alice,T03370,Brooklyn,27.05
Ivan,T03371,Staten Island,42.55
Hana,T03372,Queens,34.66
Ethan,T03373,Staten Island,71.09
Ivan,T03374,Bronx,29.02
Carlos,T03375,Brooklyn,40.25
George,T03376,Manhattan,51.78
Diana,T03377,Brooklyn,16.04
George,T03378,Staten Island,65.66
Fatima,T03379,Queens,50.26
Ethan,T03380,Brooklyn,41.9
Ethan,T03381,Queens,51.85
Bob,T03382,Queens,70.6
George,T03383,Brooklyn,59.03
Bob,T03384,Brooklyn,8.57
Hana,T03385,Bronx,15.72
Carlos,T03386,Bronx,39.92
Alice,T03387,Staten Island,15.45
Carlos,T03388,Bronx,64.31
Carlos,T03389,Queens,30.73
Ethan,T03390,Bronx,63.15
George,T03391,Staten Island,30.84
Fatima,T03392,Bronx,47.29
Ivan,T03393,Manhattan,38.95
Fatima,T03394,Bronx,37.49
Bob,T03395,Manhattan,53.36
Diana,T03396,Manhattan,40.32
Carlos,T03397,Brooklyn,18.53
Carlos,T03398,Bronx,73.08
Diana,T03399,Queens,56.68
Ethan,T03400,Brooklyn,47.69
Alice,T03401,Bronx,19.79
Hana,T03402,Manhattan,33.28
Ethan,T03403,Manhattan,32.45
Fatima,T03404,Staten Island,22.92
Carlos,T03405,Queens,39.21
Ivan,T03406,Staten Island,17.89
Carlos,T03407,Staten Island,54.4
Diana,T03408,Staten Island,50.42
Fatima,T03409,Bronx,26.23
Ivan,T03410,Bronx,59.56
Bob,T03411,Staten Island,50.05
Fatima,T03412,Brooklyn,20.87
George,T03413,Staten Island,40.09
Julia,T03414,Bronx,64.32
Ethan,T03415,Brooklyn,55.09
Alice,T03416,Bronx,17.47
Ivan,T03417,Bronx,12.7
Carlos,T03418,Staten Island,10.82
Hana,T03419,Bronx,21.81
Hana,T03420,Bronx,52.8
George,T03421,Manhattan,33.71
Ethan,T03422,Brooklyn,25.62
Julia,T03423,Brooklyn,73.45
Ivan,T03424,Brooklyn,63.06
Carlos,T03425,Manhattan,68.61
Alice,T03426,Brooklyn,32.38
Alice,T03427,Staten Island,48.55
Bob,T03428,Staten Island,52.32
Carlos,T03429,Brooklyn,57.36
Ethan,T03430,Manhattan,73.79
Diana,T03431,Queens,14.3
George,T03432,Manhattan,38.43
George,T03433,Queens,39.78
Carlos,T03434,Bronx,60.2
Fatima,T03435,Bronx,42.01
George,T03436,Brooklyn,25.16
Carlos,T03437,Staten Island,33.47
Bob,T03438,Brooklyn,18.57
Ivan,T03439,Brooklyn,62.28
Julia,T03440,Queens,32.1
Fatima,T03441,Brooklyn,19.39
Hana,T03442,Bronx,17.37
Julia,T03443,Queens,59.68
Hana,T03444,Bronx,36.54
Diana,T03445,Staten Island,8.37
Hana,T03446,Manhattan,24.18
George,T03447,Staten Island,42.06
Bob,T03448,Brooklyn,71.55
Ethan,T03449,Staten Island,70.74
George,T03450,Queens,58.18
Alice,T03451,Brooklyn,73.94
Fatima,T03452,Brooklyn,61.77
George,T03453,Bronx,24.86
Ivan,T03454,Bronx,44.61
Ivan,T03455,Queens,19.42
Fatima,T03456,Manhattan,36.87
Fatima,T03457,Manhattan,29.37
Julia,T03458,Manhattan,48.81
Fatima,T03459,Staten Island,71.78
Hana,T03460,Queens,20.74
George,T03461,Bronx,46.27
Hana,T03462,Brooklyn,18.96
George,T03463,Queens,22.42
Alice,T03464,Manhattan,46.01
George,T03465,Staten Island,49.04
Hana,T03466,Brooklyn,9.8
Ivan,T03467,Brooklyn,28.82
Carlos,T03468,Bronx,45.19
Bob,T03469,Manhattan,14.7
Fatima,T03470,Staten Island,27.33
Diana,T03471,Bronx,29.53
Ivan,T03472,Queens,24.22
George,T03473,Manhattan,67.77
Alice,T03474,Bronx,71.29
Ethan,T03475,Staten Island,44.31
Hana,T03476,Staten Island,70.68
Fatima,T03477,Queens,12.64
Ethan,T03478,Manhattan,63.57
Alice,T03479,Queens,74.94
Diana,T03480,Bronx,72.0
Bob,T03481,Queens,28.91
George,T03482,Queens,14.77
Hana,T03483,Brooklyn,21.59
Alice,T03484,Bronx,72.14
Fatima,T03485,Bronx,24.84
Julia,T03486,Brooklyn,25.93
Carlos,T03487,Bronx,13.7
Ethan,T03488,Queens,27.67
Diana,T03489,Queens,34.03
Ethan,T03490,Brooklyn,22.35
Diana,T03491,Bronx,35.86
Alice,T03492,Bronx,51.0
Alice,T03493,Staten Island,72.06
Carlos,T03494,Brooklyn,66.45
Diana,T03495,Brooklyn,21.49
Bob,T03496,Bronx,52.31
Julia,T03497,Staten Island,20.2
Diana,T03498,Brooklyn,36.34
Alice,T03499,Brooklyn,43.31
Julia,T03500,Bronx,48.01
Hana,T03501,Bronx,67.55
George,T03502,Brooklyn,49.94
Julia,T03503,Manhattan,66.19
Diana,T03504,Manhattan,14.91
Alice,T03505,Manhattan,22.75
Ethan,T03506,Brooklyn,66.24
Julia,T03507,Queens,22.55
Fatima,T03508,Bronx,64.69
Ivan,T03509,Queens,73.55
Carlos,T03510,Bronx,64.36
Ivan,T03511,Queens,31.81
Fatima,T03512,Manhattan,63.89
George,T03513,Bronx,8.14
Ethan,T03514,Staten Island,53.59
Ivan,T03515,Queens,22.48
Julia,T03516,Manhattan,49.86
Diana,T03517,Queens,35.51
Ethan,T03518,Brooklyn,12.34
Fatima,T03519,Bronx,41.79
George,T03520,Queens,53.57
George,T03521,Brooklyn,31.99
Julia,T03522,Bronx,41.04
Fatima,T03523,Staten Island,54.46
Alice,T03524,Brooklyn,24.74
Alice,T03525,Bronx,18.61
Fatima,T03526,Brooklyn,73.11
Fatima,T03527,Brooklyn,36.96
Bob,T03528,Manhattan,31.53
Carlos,T03529,Staten Island,19.33
Diana,T03530,Brooklyn,60.41
Bob,T03531,Queens,26.92
George,T03532,Manhattan,57.03
Julia,T03533,Manhattan,60.37
Alice,T03534,Brooklyn,31.43
Carlos,T03535,Bronx,17.31
Diana,T03536,Queens,36.65
Diana,T03537,Manhattan,45.53
Ivan,T03538,Staten Island,24.26
Carlos,T03539,Brooklyn,60.85
Ivan,T03540,Manhattan,29.31
Alice,T03541,Staten Island,22.46
George,T03542,Queens,34.45
Fatima,T03543,Queens,35.83
Ethan,T03544,Staten Island,19.67
Carlos,T03545,Queens,9.0
Carlos,T03546,Brooklyn,12.91
Hana,T03547,Manhattan,53.41
Fatima,T03548,Staten Island,37.51
Bob,T03549,Brooklyn,17.2
Julia,T03550,Queens,65.97
Fatima,T03551,Brooklyn,73.1
Ethan,T03552,Queens,35.5
Bob,T03553,Bronx,37.39
Ivan,T03554,Manhattan,36.61
Ivan,T03555,Brooklyn,41.3
Carlos,T03556,Queens,35.7
George,T03557,Bronx,53.8
Julia,T03558,Staten Island,53.12
Fatima,T03559,Bronx,29.74
Hana,T03560,Staten Island,51.3
Alice,T03561,Manhattan,39.37
Hana,T03562,Queens,38.03
Fatima,T03563,Bronx,35.41
Ethan,T03564,Queens,54.46
Julia,T03565,Queens,29.22
George,T03566,Queens,38.48
Bob,T03567,Manhattan,35.13
Ivan,T03568,Staten Island,50.5
Bob,T03569,Brooklyn,59.58
Julia,T03570,Brooklyn,8.09
Bob,T03571,Queens,24.12
Diana,T03572,Manhattan,41.82
Ivan,T03573,Bronx,34.81
Carlos,T03574,Manhattan,32.42
Ethan,T03575,Manhattan,68.7
Ethan,T03576,Queens,36.24
Ivan,T03577,Brooklyn,55.93
Carlos,T03578,Brooklyn,38.57
Bob,T03579,Manhattan,67.55
Julia,T03580,Manhattan,38.45
George,T03581,Brooklyn,73.27
Ivan,T03582,Manhattan,30.45
Julia,T03583,Queens,64.34
Diana,T03584,Staten Island,48.82
Bob,T03585,Bronx,22.36
Bob,T03586,Queens,69.27
Ethan,T03587,Bronx,14.12
Fatima,T03588,Queens,53.71
Carlos,T03589,Brooklyn,43.9
George,T03590,Staten Island,21.57
Ivan,T03591,Brooklyn,20.17
Ivan,T03592,Brooklyn,39.52
Carlos,T03593,Staten Island,39.81
Julia,T03594,Queens,36.89
Fatima,T03595,Staten Island,18.98
Diana,T03596,Staten Island,57.86
Diana,T03597,Staten Island,59.56
Ivan,T03598,Manhattan,20.69
Bob,T03599,Manhattan,64.85
Alice,T03600,Staten Island,57.79
Hana,T03601,Brooklyn,59.51
Hana,T03602,Queens,20.05
Fatima,T03603,Staten Island,13.21
Carlos,T03604,Staten Island,57.99
Ivan,T03605,Bronx,42.48
Alice,T03606,Brooklyn,9.8
Hana,T03607,Bronx,33.45
Julia,T03608,Staten Island,8.97
Fatima,T03609,Brooklyn,14.3
Alice,T03610,Staten Island,12.66
Ivan,T03611,Queens,47.83
Bob,T03612,Brooklyn,74.06
Alice,T03613,Bronx,43.65
Alice,T03614,Brooklyn,55.88
Fatima,T03615,Manhattan,45.42
Ethan,T03616,Queens,15.67
Julia,T03617,Manhattan,27.28
Bob,T03618,Staten Island,60.16
Ethan,T03619,Queens,23.7
Bob,T03620,Queens,73.59
Hana,T03621,Queens,51.21
Fatima,T03622,Bronx,64.46
Julia,T03623,Bronx,24.46
Ethan,T03624,Manhattan,39.95
Alice,T03625,Manhattan,27.25
Ethan,T03626,Staten Island,49.83
Julia,T03627,Staten Island,71.82
Alice,T03628,Staten Island,54.06
Fatima,T03629,Bronx,25.74
George,T03630,Manhattan,22.98
Alice,T03631,Bronx,31.1
Julia,T03632,Brooklyn,8.86
Diana,T03633,Brooklyn,30.46
Julia,T03634,Bronx,72.17
Hana,T03635,Brooklyn,21.07
Julia,T03636,Staten Island,53.72
George,T03637,Bronx,18.92
Diana,T03638,Staten Island,65.73
Carlos,T03639,Brooklyn,57.72
Alice,T03640,Brooklyn,60.09
Ethan,T03641,Manhattan,63.05
Julia,T03642,Staten Island,72.77
Diana,T03643,Bronx,68.71
Bob,T03644,Manhattan,73.29
Hana,T03645,Manhattan,51.57
Julia,T03646,Brooklyn,55.06
Diana,T03647,Bronx,58.78
George,T03648,Brooklyn,29.63
Carlos,T03649,Brooklyn,40.72
George,T03650,Brooklyn,10.15
Carlos,T03651,Staten Island,64.14
Carlos,T03652,Manhattan,54.77
George,T03653,Brooklyn,28.96
Fatima,T03654,Bronx,28.07
Julia,T03655,Brooklyn,68.99
Diana,T03656,Manhattan,30.01
Ivan,T03657,Manhattan,49.32
Bob,T03658,Staten Island,23.2
Julia,T03659,Bronx,33.8
George,T03660,Manhattan,39.6
Fatima,T03661,Staten Island,11.61
Julia,T03662,Staten Island,27.12
Alice,T03663,Brooklyn,54.79
Alice,T03664,Brooklyn,50.45
George,T03665,Bronx,32.91
Diana,T03666,Manhattan,34.22
Diana,T03667,Bronx,69.7
Fatima,T03668,Staten Island,43.99
Julia,T03669,Staten Island,63.68
George,T03670,Staten Island,64.31
Ivan,T03671,Staten Island,24.01
Diana,T03672,Brooklyn,15.6
Alice,T03673,Staten Island,24.95
Ethan,T03674,Queens,10.35
George,T03675,Brooklyn,24.06
Alice,T03676,Staten Island,30.8
Julia,T03677,Brooklyn,57.3
Julia,T03678,Manhattan,32.02
Julia,T03679,Manhattan,41.4
Julia,T03680,Staten Island,56.99
Carlos,T03681,Queens,28.76
George,T03682,Staten Island,58.69
Fatima,T03683,Staten Island,13.52
Ivan,T03684,Queens,9.35
Ivan,T03685,Brooklyn,10.17
Carlos,T03686,Staten Island,55.75
Fatima,T03687,Manhattan,57.04
Bob,T03688,Manhattan,66.11
Julia,T03689,Brooklyn,25.2
Diana,T03690,Queens,54.66
Diana,T03691,Queens,44.42
Alice,T03692,Queens,22.64
Fatima,T03693,Manhattan,39.29
Fatima,T03694,Manhattan,65.32
Ivan,T03695,Manhattan,66.49
Hana,T03696,Bronx,74.13
Diana,T03697,Bronx,50.86
Bob,T03698,Bronx,15.85
Diana,T03699,Manhattan,38.94
Carlos,T03700,Queens,10.14
Diana,T03701,Bronx,49.37
Bob,T03702,Queens,67.63
Carlos,T03703,Staten Island,53.98
Hana,T03704,Brooklyn,52.24
Bob,T03705,Manhattan,21.51
Ivan,T03706,Manhattan,8.21
Diana,T03707,Bronx,55.24
Ethan,T03708,Queens,74.05
Bob,T03709,Brooklyn,19.39
Diana,T03710,Queens,69.81
Bob,T03711,Queens,22.92
Ivan,T03712,Manhattan,63.56
Ethan,T03713,Manhattan,37.59
Carlos,T03714,Staten Island,31.29
Ethan,T03715,Staten Island,56.28
Carlos,T03716,Bronx,66.36
Bob,T03717,Staten Island,42.54
Alice,T03718,Queens,21.62
Ethan,T03719,Queens,46.61
Ethan,T03720,Staten Island,18.34
George,T03721,Bronx,10.68
Diana,T03722,Manhattan,56.25
Alice,T03723,Brooklyn,39.8
Ivan,T03724,Bronx,13.04
Carlos,T03725,Bronx,8.99
Carlos,T03726,Brooklyn,66.11
Fatima,T03727,Staten Island,48.41
Ethan,T03728,Brooklyn,23.3
Fatima,T03729,Staten Island,34.09
George,T03730,Queens,16.8
Ethan,T03731,Manhattan,67.24
Alice,T03732,Manhattan,45.54
George,T03733,Staten Island,58.33
Carlos,T03734,Brooklyn,38.46
Hana,T03735,Bronx,59.04
Hana,T03736,Brooklyn,42.6
Carlos,T03737,Manhattan,52.15
Carlos,T03738,Staten Island,39.9
Diana,T03739,Queens,31.03
Fatima,T03740,Manhattan,47.95
Hana,T03741,Brooklyn,61.84
Carlos,T03742,Manhattan,23.56
Diana,T03743,Queens,74.96
Ivan,T03744,Bronx,12.17
Diana,T03745,Queens,28.05
Ethan,T03746,Manhattan,60.74
Carlos,T03747,Bronx,21.85
Fatima,T03748,Brooklyn,52.28
Julia,T03749,Queens,41.27
Fatima,T03750,Bronx,57.76
Hana,T03751,Manhattan,58.84
Hana,T03752,Manhattan,55.43
Diana,T03753,Staten Island,8.79
Julia,T03754,Bronx,32.58
Ethan,T03755,Brooklyn,55.5
Ivan,T03756,Bronx,44.47
George,T03757,Bronx,20.23
Ivan,T03758,Staten Island,48.77
Ivan,T03759,Brooklyn,22.0
Bob,T03760,Brooklyn,16.72
Julia,T03761,Staten Island,63.64
George,T03762,Queens,45.07
Fatima,T03763,Manhattan,60.76
Alice,T03764,Queens,19.25
Bob,T03765,Staten Island,31.71
Ivan,T03766,Queens,45.94
Fatima,T03767,Brooklyn,47.54
Hana,T03768,Brooklyn,11.31
Hana,T03769,Brooklyn,54.05
Diana,T03770,Staten Island,73.7
Carlos,T03771,Queens,22.05
Julia,T03772,Bronx,67.41
Hana,T03773,Manhattan,64.18
Ethan,T03774,Queens,9.26
Diana,T03775,Bronx,44.07
Julia,T03776,Queens,10.38
Ivan,T03777,Brooklyn,31.15
Julia,T03778,Manhattan,33.87
Fatima,T03779,Manhattan,21.06
Fatima,T03780,Staten Island,69.42
Diana,T03781,Staten Island,52.02
Julia,T03782,Staten Island,68.59
Julia,T03783,Brooklyn,40.95
Carlos,T03784,Manhattan,68.89
Fatima,T03785,Bronx,55.03
Ivan,T03786,Staten Island,39.61
Carlos,T03787,Bronx,18.91
Diana,T03788,Queens,18.86
Alice,T03789,Brooklyn,74.3
Ivan,T03790,Brooklyn,59.93
Bob,T03791,Manhattan,37.28
Carlos,T03792,Staten Island,50.41
Ivan,T03793,Bronx,11.48
Julia,T03794,Queens,48.02
Carlos,T03795,Brooklyn,10.84
Julia,T03796,Brooklyn,33.78
Diana,T03797,Staten Island,20.51
Alice,T03798,Brooklyn,72.57
Ivan,T03799,Bronx,48.84
Hana,T03800,Brooklyn,66.99
Julia,T03801,Bronx,22.17
Hana,T03802,Manhattan,21.42
Carlos,T03803,Manhattan,47.03
Fatima,T03804,Staten Island,12.21
Alice,T03805,Brooklyn,13.71
Bob,T03806,Manhattan,25.12
Diana,T03807,Queens,19.39
Ivan,T03808,Queens,73.62
Diana,T03809,Bronx,14.45
Hana,T03810,Queens,54.52
Diana,T03811,Bronx,25.64
Hana,T03812,Queens,72.65
Julia,T03813,Brooklyn,18.76
George,T03814,Staten Island,37.76
Alice,T03815,Manhattan,21.76
Ivan,T03816,Bronx,45.64
Alice,T03817,Queens,17.07
Bob,T03818,Staten Island,38.15
Alice,T03819,Staten Island,66.16
Ivan,T03820,Bronx,59.91
George,T03821,Queens,34.67
Fatima,T03822,Bronx,16.66
Bob,T03823,Bronx,19.28
Fatima,T03824,Bronx,68.71
Ethan,T03825,Queens,66.57
Carlos,T03826,Manhattan,46.15
Ivan,T03827,Bronx,38.55
Alice,T03828,Staten Island,52.89
Diana,T03829,Bronx,38.95
Alice,T03830,Brooklyn,59.88
Diana,T03831,Manhattan,70.73
Ivan,T03832,Bronx,14.6
Carlos,T03833,Queens,30.1
Diana,T03834,Queens,25.91
Diana,T03835,Brooklyn,66.43
Julia,T03836,Manhattan,15.16
Hana,T03837,Staten Island,34.64
Carlos,T03838,Brooklyn,61.53
Alice,T03839,Manhattan,60.28
Carlos,T03840,Brooklyn,34.43
Bob,T03841,Queens,63.74
Diana,T03842,Bronx,55.95
Julia,T03843,Queens,11.28
Bob,T03844,Queens,8.38
Fatima,T03845,Manhattan,27.64
Ethan,T03846,Manhattan,27.1
Diana,T03847,Manhattan,48.55
Fatima,T03848,Staten Island,12.67
Julia,T03849,Staten Island,65.12
Bob,T03850,Bronx,63.9
Ethan,T03851,Bronx,20.3
Ethan,T03852,Bronx,66.73
Diana,T03853,Queens,37.16
Ethan,T03854,Queens,21.95
Fatima,T03855,Bronx,64.8
George,T03856,Bronx,12.14
Bob,T03857,Queens,68.21
Fatima,T03858,Bronx,13.03
Diana,T03859,Manhattan,37.6
Hana,T03860,Bronx,43.94
Fatima,T03861,Manhattan,58.89
Hana,T03862,Brooklyn,44.87
Ivan,T03863,Brooklyn,47.48
Diana,T03864,Manhattan,43.01
Hana,T03865,Staten Island,66.92
Ivan,T03866,Queens,25.14
Hana,T03867,Staten Island,63.57
Bob,T03868,Manhattan,67.92
Bob,T03869,Bronx,62.71
Hana,T03870,Bronx,25.1
Ivan,T03871,Bronx,61.62
Hana,T03872,Queens,10.27
Hana,T03873,Manhattan,43.24
Fatima,T03874,Manhattan,16.91
Julia,T03875,Staten Island,40.92
Julia,T03876,Brooklyn,15.9
Fatima,T03877,Queens,55.02
Julia,T03878,Queens,34.32
George,T03879,Bronx,71.34
Diana,T03880,Bronx,14.04
Diana,T03881,Brooklyn,38.14
Ivan,T03882,Brooklyn,60.97
Hana,T03883,Queens,63.81
Diana,T03884,Brooklyn,23.76
Hana,T03885,Brooklyn,25.49
Ivan,T03886,Brooklyn,12.13
Fatima,T03887,Staten Island,69.13
Ethan,T03888,Queens,26.85
Hana,T03889,Manhattan,37.41
Bob,T03890,Manhattan,17.67
Diana,T03891,Manhattan,8.37
Alice,T03892,Bronx,22.9
Ivan,T03893,Manhattan,32.65
Bob,T03894,Bronx,23.88
Ethan,T03895,Queens,9.34
Fatima,T03896,Brooklyn,17.07
Ivan,T03897,Bronx,45.1
George,T03898,Brooklyn,24.64
Bob,T03899,Manhattan,52.15
Fatima,T03900,Staten Island,42.59
Ethan,T03901,Queens,59.51
George,T03902,Queens,42.52
Bob,T03903,Queens,44.96
George,T03904,Brooklyn,71.95
Bob,T03905,Bronx,28.28
Julia,T03906,Brooklyn,40.84
Hana,T03907,Manhattan,67.28
Ivan,T03908,Bronx,12.53
Hana,T03909,Manhattan,46.44
Julia,T03910,Bronx,39.15
Alice,T03911,Queens,34.61
Ethan,T03912,Queens,68.68
Bob,T03913,Staten Island,67.8
Alice,T03914,Staten Island,61.19
George,T03915,Brooklyn,71.9
Fatima,T03916,Bronx,12.82
Ivan,T03917,Queens,9.89
Bob,T03918,Queens,9.59
Ivan,T03919,Staten Island,43.64
Alice,T03920,Queens,33.85
